actuator,x_coord,y_coord
294,313,175
295,326,176
296,340,176
297,353,177
298,367,177
299,380,178
300,393,178
301,407,178
302,420,179
303,434,180
304,448,180
305,461,181
306,23,175
307,38,176
308,50,177
309,63,177
310,77,178
311,89,178
312,102,180
313,115,181
314,128,180
315,141,182
316,154,182
317,167,183
318,181,182
319,194,184
320,207,184
321,220,184
322,233,185
323,246,186
324,259,186
325,272,186
326,286,187
327,299,188
328,312,188
329,325,189
330,339,189
331,353,190
332,366,190
333,379,191
334,393,191
335,406,192
336,420,193
337,433,192
338,446,193
339,460,194
340,23,189
341,38,190
342,50,190
343,64,190
344,77,191
345,90,192
346,103,192
347,115,193
348,129,194
349,140,195
350,155,195
351,168,195
352,180,196
353,193,197
354,207,197
355,220,197
356,233,198
357,246,199
358,259,199
359,272,200
360,285,200
361,298,201
362,311,201
363,324,202
364,338,202
365,352,203
366,365,204
367,378,204
368,392,205
369,405,205
370,419,206
371,433,206
372,445,206
373,459,207
374,22,201
375,37,202
376,50,203
377,63,204
378,76,204
379,89,205
380,102,205
381,115,206
382,127,206
383,140,207
384,154,208
385,166,208
386,180,209
387,193,210
388,206,209
389,219,210
390,232,211
391,245,212
392,258,212
393,271,213
394,284,213
395,297,214
396,311,214
397,324,215
398,338,216
399,351,216
400,364,217
401,378,217
402,391,218
403,404,218
404,418,219
405,432,219
406,446,220
407,458,221
408,22,214
409,36,215
410,50,216
411,62,216
412,75,217
413,89,218
414,100,218
415,113,219
416,126,219
417,139,220
418,152,220
419,165,221
420,179,222
421,192,222
422,205,223
423,218,223
424,231,225
425,244,225
426,257,225
427,270,226
428,284,227
429,297,227
430,310,228
431,323,228
432,337,229
433,350,229
434,364,230
435,377,230
436,390,231
437,404,231
438,417,232
439,431,233
440,445,233
441,458,233
442,21,228
443,36,228
444,48,229
445,62,229
446,75,230
447,88,231
448,101,231
449,114,232
450,127,233
451,140,233
452,153,234
453,166,234
454,178,235
455,191,236
456,205,235
457,217,236
458,231,237
459,244,237
460,257,238
461,270,239
462,283,240
463,296,240
464,309,240
465,323,241
466,336,242
467,350,242
468,363,243
469,376,243
470,390,244
471,403,244
472,417,245
473,430,246
474,444,247
475,457,246
476,20,241
477,36,241
478,48,241
479,61,242
480,74,243
481,87,243
482,99,244
483,112,245
484,125,245
485,138,246
486,151,246
487,164,247
488,177,247
489,191,248
490,204,249
491,217,249
492,230,250
493,243,250
494,256,252
495,269,252
496,282,253
497,295,253
498,308,254
499,322,254
500,336,255
501,349,255
502,362,256
503,376,257
504,389,257
505,402,257
506,416,258
507,430,258
508,442,259
509,456,260
510,20,253
511,34,254
512,48,254
513,61,255
514,74,256
515,86,256
516,100,257
517,113,257
518,126,258
519,137,259
520,150,259
521,163,261
522,177,261
523,190,262
524,203,262
525,216,262
526,229,263
527,242,263
528,255,264
529,268,264
530,281,265
531,295,266
532,308,267
533,321,267
534,335,268
535,348,268
536,361,269
537,375,269
538,389,270
539,402,271
540,415,271
541,429,272
542,443,272
543,456,273
544,19,266
545,34,267
546,47,267
547,59,268
548,73,269
549,86,269
550,99,270
551,111,270
552,125,271
553,138,272
554,151,272
555,164,273
556,176,273
557,189,274
558,202,274
559,216,275
560,228,276
561,242,276
562,254,277
563,268,277
564,281,278
565,294,279
566,307,280
567,320,280
568,334,281
569,348,282
570,361,282
571,374,283
572,388,283
573,401,284
574,414,284
575,428,285
576,442,286
577,455,286
578,19,279
579,34,280
580,46,280
581,59,281
582,72,281
583,85,282
584,98,283
585,110,283
586,123,284
587,136,284
588,149,285
589,162,285
590,175,286
591,189,287
592,202,288
593,215,289
594,228,289
595,241,290
596,254,290
597,267,291
598,280,291
599,294,292
600,307,293
601,320,293
602,333,294
603,347,295
604,360,295
605,374,296
606,387,296
607,400,297
608,414,297
609,428,298
610,442,299
611,454,299
612,18,292
613,33,293
614,46,293
615,59,294
616,72,294
617,85,295
618,98,296
619,111,296
620,124,297
621,137,297
622,150,298
623,163,298
624,174,299
625,188,300
626,201,300
627,214,302
628,227,302
629,240,302
630,253,303
631,267,304
632,280,304
633,293,305
634,306,306
635,319,306
636,332,307
637,346,308
638,359,308
639,373,309
640,386,309
641,400,310
642,413,310
643,427,311
644,441,311
645,454,312
646,20,305
647,32,305
648,45,306
649,59,307
650,71,307
651,83,308
652,96,309
653,110,309
654,122,309
655,136,310
656,149,311
657,161,312
658,174,312
659,188,313
660,201,314
661,214,314
662,227,314
663,240,316
664,253,316
665,266,317
666,279,318
667,292,318
668,305,319
669,318,319
670,332,320
671,345,321
672,359,321
673,372,322
674,386,323
675,399,323
676,413,324
677,426,324
678,440,325
679,453,325
680,30,318
681,45,319
682,57,319
683,70,320
684,84,321
685,97,321
686,110,322
687,123,323
688,134,323
689,149,324
690,160,324
691,174,325
692,187,326
693,199,326
694,213,327
695,226,327
696,239,328
697,252,329
698,265,330
699,278,330
700,292,331
701,305,331
702,318,333
703,331,333
704,345,333
705,358,334
706,372,335
707,385,335
708,398,336
709,412,337
710,426,337
711,439,338
712,29,331
713,44,332
714,57,332
715,69,333
716,82,333
717,96,334
718,109,335
719,122,335
720,135,336
721,148,337
722,161,337
723,174,338
724,186,338
725,200,339
726,212,340
727,226,340
728,239,341
729,252,342
730,265,343
731,278,344
732,291,344
733,304,345
734,318,345
735,331,346
736,344,347
737,358,347
738,371,348
739,384,349
740,398,349
741,411,350
742,425,351
743,439,351
744,42,344
745,56,345
746,69,346
747,83,346
748,95,347
749,108,347
750,120,348
751,133,349
752,146,349
753,159,350
754,173,351
755,185,351
756,199,352
757,212,353
758,225,353
759,238,354
760,251,355
761,264,356
762,277,357
763,290,357
764,304,358
765,317,358
766,330,359
767,344,360
768,357,360
769,370,361
770,384,362
771,397,362
772,411,363
773,424,364
774,41,357
775,55,358
776,69,358
777,82,359
778,95,360
779,108,360
780,121,361
781,134,362
782,147,362
783,160,363
784,173,364
785,185,364
786,198,365
787,211,366
788,224,367
789,238,367
790,251,368
791,264,369
792,277,369
793,290,370
794,303,370
795,316,371
796,330,372
797,343,373
798,357,373
799,370,374
800,383,375
801,397,375
802,410,376
803,424,377
804,54,371
805,68,371
806,80,372
807,93,374
808,106,373
809,119,374
810,132,375
811,145,375
812,158,376
813,171,377
814,185,377
815,198,378
816,211,379
817,224,379
818,237,380
819,250,381
820,263,382
821,276,383
822,289,383
823,302,384
824,316,384
825,329,385
826,343,386
827,356,387
828,369,387
829,383,388
830,396,388
831,410,389
832,66,384
833,81,385
834,94,385
835,107,386
836,119,387
837,133,387
838,146,388
839,158,389
840,171,389
841,184,390
842,197,391
843,210,392
844,223,393
845,236,393
846,249,394
847,262,394
848,275,395
849,289,396
850,302,397
851,315,397
852,329,398
853,342,399
854,355,400
855,369,400
856,382,401
857,395,402
858,78,399
859,92,398
860,105,399
861,118,400
862,131,400
863,144,401
864,157,402
865,170,402
866,183,403
867,197,404
868,210,405
869,223,405
870,236,406
871,249,407
872,262,408
873,275,408
874,288,409
875,301,410
876,315,410
877,328,411
878,342,412
879,355,413
880,368,413
881,381,414
882,93,412
883,106,412
884,117,412
885,132,413
886,143,414
887,156,415
888,170,415
889,183,416
890,196,417
891,209,418
892,222,418
893,235,419
894,248,420
895,261,421
896,275,421
897,288,422
898,301,423
899,314,424
900,328,424
901,341,425
902,354,426
903,367,427
904,104,426
905,117,425
906,131,427
907,144,428
908,156,428
909,170,429
910,182,429
911,196,430
912,208,431
913,222,432
914,235,432
915,248,433
916,261,434
917,274,435
918,287,435
919,301,436
920,314,436
921,327,437
922,340,438
923,354,439
924,130,440
925,143,441
926,156,441
927,168,442
928,182,442
929,195,443
930,208,444
931,221,444
932,234,445
933,247,445
934,260,447
935,273,447
936,287,448
937,300,448
938,313,449
939,326,451
940,155,454
941,168,455
942,181,456
943,194,457
944,207,458
945,220,458
946,233,458
947,246,459
948,260,460
949,273,461
950,286,461
951,299,462
